WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,WEATHER,ALTITUDE,id
227,8/11/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,4,,,,902,225.5,48.915636,8.007115,BUHL AND METZ-SABLON,FRANCE,AERODROME & RAIL TRIANGLE,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6245
228,8/11/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2506,250.6,49.0080848,8.4037563,KARLSRUHE,GERMANY,RAIL STATION,AZELOT,48.5941522,6.2420764,,,,,1,,10000,6246
229,8/11/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,2,,,,624,312,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6247
230,8/11/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,1,,,,1344,1344,48.915636,8.007115,BUHL,FRANCE,AERODROME,OCHEY,48.58129185,5.95351696,,,,,0,,6500,6248
232,8/12/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,12,,,,2756,229.6666667,50.1114451,8.6806154,FRANKFURT,GERMANY,"RAIL, CHEM FACT",AZELOT,48.5941522,6.2420764,,,,,0,,10000,6250
233,8/12/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2500,227.2727273,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,,,,,2,,10000,6251
234,8/12/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,11,,,,3142,285.6363636,48.810313,6.71757,"DIEUZE, MORHANGE, FALKENBURG",FRANCE,"AAA, RAIL, AERODROME",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6252
236,8/13/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2308,230.8,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6254
237,8/13/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2500,227.2727273,49.356794,6.167606,THIONVILLE,FRANCE,RAIL WORKSHOPS,AZELOT,48.5941522,6.2420764,,,,,3,,6500,6255
238,8/13/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,9,,,,2394,266,48.915636,8.007115,"BUHL, MORHANGE",FRANCE,"AERODROMES, RAIL, FURNACE",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6256
239,8/13/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,1,,,,1207,1207,49.356794,6.167606,THIONVILLE,FRANCE,RAIL STATION,OCHEY,48.58129185,5.95351696,,,,,0,,6500,6257
242,8/14/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2246,224.6,48.45,7.916667,OFFENBURG,GERMANY,RAIL STATION & SIDINGS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6260
243,8/14/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,12,,,,3462,288.5,48.915636,8.007115,BUHL,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6261
244,8/14/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,8,,,,10976,1372,48.915636,8.007115,"BUHL, SAARBURG, ST AUOLD",FRANCE,"AERODROMES, FURNACE, RAIL",OCHEY,48.58129185,5.95351696,,,,,0,,10000,6262
247,8/15/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,4,,,,908,227,48.152448,2.202988,BOULAY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6265
248,8/15/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2476,225.0909091,48.152448,2.202988,BOULAY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6266
249,8/15/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,10,,,,3120,312,48.152448,2.202988,"BOULAY, FREISDORF, BUHL,",FRANCE,"AERODROMES, TRAIN",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6267
250,8/15/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,8,,,,9632,1204,48.152448,2.202988,"BOULAY, MANN, SAARBRUCKEN, BUHL",GERMANY,"AERODROMES, FACT, FURN",OCHEY,48.58129185,5.95351696,,,,,0,,6500,6268
252,8/16/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,7,,,,2022,288.8571429,49.870556,8.649444,DARMSTADT,GERMANY,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,3,,10000,6270
253,8/16/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,7,,,,2359,337,48.915636,8.007115,"BUHL, BOUL, MORHANGE REMILLY",FRANCE,"AERODROMES, RAIL JTN",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6271
254,8/16/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,2,,,,2464,1232,48.152448,2.202988,"BOULAY, SAARBURG",FRANCE,"AERODROME, RAIL JTN",OCHEY,48.58129185,5.95351696,,,,,0,,6500,6272
255,8/17/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,9,,,,2808,312,52.823785,8.8519121,"FREISDORF, MORHANGE BOULAY",GERMANY,AERODROMES,XAFF�_VILLERS,48.41122886,6.5995216,,,,,1,,6500,6273
256,8/17/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,7,,,,8794,1256.285714,49.133333,9.983333,"SAARBURG, FORBACH",GERMANY,"BLK FOR, FURN, AERO,",OCHEY,48.58129185,5.95351696,,,,,0,,10000,6274
257,8/18/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,7,,,,2184,312,48.152448,2.202988,"BOULAY, MORHANGE",FRANCE,"AERODROMES, VILIAGES, RAIL",XAFF�_VILLERS,48.41122886,6.5995216,,,,,1,,6500,6275
258,8/18/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,5,,,,6832,1366.4,49.233333,7,"SAARBRUCKCN, BUHL, BOULAY",GERMANY,"RAIL, BURBACH WKS, AERO",OCHEY,48.58129185,5.95351696,,,,,0,,10000,6276
259,8/19/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,4256,1418.666667,49.115461,6.175875,METZ-SABLON,FRANCE,RAIL TRIANGLE,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6277
260,8/19/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,9,,,,2472,274.6666667,48.152448,2.202988,"BOULAY, MORHANGE AVRICOURT",FRANCE,AERODROMES & RAIL,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6278
261,8/19/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,2,,,,2464,1232,48.924444,6.6363888,"MORHANGE, BOULAY",FRANCE,AERODROMES,OCHEY,48.58129185,5.95351696,,,,,0,,10000,6279
264,8/20/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,1,,,,224,224,48.5812458,10.4953485,DILLENGEN,AUSTRIA,BLAST FURNACES & SIDINOS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6282
265,8/20/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,7616,1523.2,49.115461,6.175875,"METZ-SABLON, BUHL",FRANCE,"RAIL TRIANGLE, AERODROME",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6283
266,8/20/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,7,,,,2184,312,48.152448,2.202988,"BOULAY, MORHANGE",FRANCE,AERODROMES,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6284
267,8/20/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,2,,,,2688,1344,48.152448,2.202988,BOULAY,FRANCE,AERODROME,OCHEY,48.58129185,5.95351696,,,,,0,,10000,6285
272,8/21/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,8400,1680,48.915636,8.007115,"BUHL, MORHANGE, LORQUIN",FRANCE,AERODROMES,XAFF�_VILLERS,48.41122886,6.5995216,,,,,1,,6500,6290
273,8/21/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,6,,,,1872,312,48.924444,6.6363888,"MORHANGE, BUHL",FRANCE,AERODROMES,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6291
274,8/21/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,7,,,,8594,1227.714286,50.9406645,6.9599115,"COLOQNE, FRANK, BOUL, TREVES",GERMANY,RAIL TARGETS & AERODROME,OCHEY,48.58129185,5.95351696,,,,,0,,10000,6292
277,8/22/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,8,,,,2022,252.75,50.3566962,7.5996166,COBIENZ. WHITLICK,GERMANY,"RAILWAYS, FACTORY, VILLAQE",AZELOT,48.5941522,6.2420764,,,,,0,,10000,6295
278,8/22/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,4,,,,914,228.5,48.813288,7.79125,HAGENAU,GERMANY,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6296
279,8/22/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2736,273.6,49.488333,8.464722,MANNHEIM,GERMANY,FACTORIES,AZELOT,48.5941522,6.2420764,,,,,7,,6500,6297
280,8/22/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3248,1624,49.12558134,7.118926,"FOLPERSWEILER, HERZING",GERMANY,AERODROME & RAILWAY,XAFF�_VILLERS,48.41122886,6.5995216,,,,,2,,6500,6298
281,8/22/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,6,,,,1872,312,49.12558134,7.118926,"FOLPERSWEILER, AVRICT, SAARBRUCKEN",GERMANY,"AEROD, RAIL, CHEM FACTORY",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6299
282,8/22/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,8,,,,14244,1780.5,49.12558134,7.118926,FOLPERSWEILER,GERMANY,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,1,,10000,6300
287,8/23/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2165,180.4166667,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6305
288,8/23/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2246,224.6,45.538718,4.675828,TREVES,FRANCE,RAIL STATION,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6306
289,8/23/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,3,,,,2192,730.6666667,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6307
290,8/24/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/100,,NIGHT,2,,,,2118,1059,50.1114451,8.6806154,"FRANKFURT, BOULAY",GERMANY,RAIL JTN. AERODROME,OCHEY,48.58129185,5.95351696,,,,,0,,10000,6308
295,8/25/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,9,,,,2022,224.6666667,48.924444,6.6363888,"MORHANGE, LUXEMBOURG",FRANCE,"AERODROME, RAIL & TRIANQLE",AZELOT,48.5941522,6.2420764,,,,,0,,10000,6313
296,8/25/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,9,,,,2110,234.4444444,49.233333,7,SAARBRUCKEN,GERMANY,RAILWAYS & FACTORIES,AZELOT,48.5941522,6.2420764,,,,,1,,10000,6314
297,8/25/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2730,227.5,49.5177146,6.1043747,BETTEMBOURG,LUXEMBOURG,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6315
298,8/25/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2506,227.8181818,48.45,7.916667,ORENBURG,GERMANY,RAILWAY STN & BARRACKS,AZELOT,48.5941522,6.2420764,,,,,1,,10000,6316
299,8/25/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,2542,847.3333333,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6317
300,8/25/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,10335,2067,49.488333,8.464722,"MANNHEIM, BOULAY",GERMANY,"BASF, AERODROME",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6318
301,8/27/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,10,,,,2240,224,49.1641817,5.872321129,CONFLANS,FRANCE,RAILWAY SIDINQS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6319
302,8/27/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1362,227,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6320
309,8/30/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,,,2464,224,49.16768,5.848631,"CONFLANS, THIONVILLE",FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,4,,10000,6327
310,8/30/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2440,221.8181818,49.16768,5.848631,"CONFLANS, DONCOURT",FRANCE,"RAILWAYS, AERODROME",AZELOT,48.5941522,6.2420764,,,,,0,,10000,6328
311,8/30/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,4220,1406.666667,48.152448,2.202988,"BOULAY, MORHANGE",FRANCE,AERODROMES,XAFF�_VILLERS,48.41122886,6.5995216,,,,,1,,6500,6329
312,8/30/1918,,UK,RAF,NO. 100 SQDN,FE2B,,NIGHT,5,,,,4072,814.4,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6330
313,8/30/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,6,,,,12352,2058.666667,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6331
314,8/30/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1568,1568,48.152448,2.202988,BOULAY,FRANCE,AERODROME,AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000,6332
319,9/2/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,20,,,,4380,219,48.915636,8.007115,BUHL (0930 & 1520),FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6337
320,9/2/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,23,,,,5222,227.0434783,48.915636,8.007115,BUHL (0900 & 1530),FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6338
321,9/2/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,21,,,,4328,206.0952381,48.915636,8.007115,BUHL (0925 & 1540),FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,6500,6339
322,9/2/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,5654,1130.8,48.915636,8.007115,BUHL,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6340
323,9/2/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3024,1512,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6341
324,9/2/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,9,,,,19528,2169.777778,48.915636,8.007115,"BUHL, EHRANG",FRANCE,"AERODROME, RAIL JTN",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6342
325,9/2/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,8,,,,12137,1517.125,49.233333,7,"SAARBRUCKEN, BOULAY",GERMANY,"BURBACH WKS, RAIL STN, AERO",AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000,6343
330,9/3/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2496,226.9090909,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6348
331,9/3/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2436,203,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,6500,6349
332,9/3/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,5573,1393.25,48.152448,2.202988,BOULAY,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6350
333,9/3/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,4704,1568,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6351
334,9/3/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,4084,2042,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6352
335,9/3/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,7,,,,10956,1565.142857,48.924444,6.6363888,"MORHANGE, BOULAY",FRANCE,"AERODROMES, BLAST FURNACES",AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000,6353
338,9/4/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,9,,,,2022,224.6666667,48.915636,8.007115,BUHL,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6356
339,9/4/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2246,224.6,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6357
340,9/4/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,13,,,,2960,227.6923077,48.924444,6.6363888,MORHANGE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,6500,6358
341,9/6/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1456,1456,48.668822,6.994674,LORQUIN,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6359
343,9/6/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,3136,1568,48.668822,6.994674,LORQUIN,FRANCE,AERODROME,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6361
344,9/7/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,6,,,,1362,227,49.815713,6.695214,EHRANG,GERMANY,RAIL JTN,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6362
345,9/7/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,11,,,,2422,220.1818182,49.481111,8.435278,LUDWIGSHAFEN,GERMANY,BASF,AZELOT,48.5941522,6.2420764,,,,,1,,10000,6363
346,9/7/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,10,,,,2270,227,49.488333,8.464722,MANNHEIM,GERMANY,BASF,AZELOT,48.5941522,6.2420764,,,,,3,,10000,6364
353,9/12/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,6,,,,1350,225,49.066651,6.308383,"COURCELLES, ORNY, VERNY",FRANCE,RAIL TOWN,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6371
354,9/12/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,2,,,,430,215,48.957439,6.05805,CHAMPEY,FRANCE,RAILWAY,AZELOT,48.5941522,6.2420764,,,,,0,,6500,6372
355,9/12/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,2900,1450,49.115461,6.175875,"METZ-SABLON, COURCELLES",FRANCE,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6373
356,9/12/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1792,1792,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6374
357,9/12/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1668,1668,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6375
358,9/12/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,6130,1532.5,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AUTREVILLE,49.58890345,3.228178024,,,,,0,,10000,6376
362,9/13/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,16,,,,3596,224.75,49.011182,6.03683,"ORNY, ARNAVILLE, MT PARK",FRANCE,"RAIL JTN, BRIDGE, TRANSPORT",AZELOT,48.5941522,6.2420764,,,,,2,,10000,6380
363,9/13/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,14,,,,3064,218.8571429,49.115461,6.175875,"METZ-SABLON, ARNAVILLE, MARS, ORLY",FRANCE,"RAILWAYS, ORLY AERODROME",AZELOT,48.5941522,6.2420764,,,,,0,,10000,6381
364,9/13/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,4084,2042,49.066651,6.308383,COURCELLES,FRANCE,RAIL JTN,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,10000,6382
365,9/13/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,2,,,,1120,560,49.066651,6.308383,COURCELLES,FRANCE,RAIL JTN,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6383
385,9/14/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,11,,22,112 LB BOMB,2524,229.4545455,49.815713,6.695214,EHRANG,GERMANY,RAIL JTN,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6403
386,9/14/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,18,,36,112 LB BOMB,4092,227.3333333,49.115461,6.175875,"METZ-SABLON, BUHL",FRANCE,"RAILWAYS, AERODROME",AZELOT,48.5941522,6.2420764,,,,,1,,10000,6404
387,9/14/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,16,,32,112 LB BOMB,3584,224,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6405
388,9/14/1918,,UK,RAF,NO. 110 SQDN,AIRCO DH9A DAY BOMBER,,DAY,6,,18,112 LB BOMB,2028,338,48.152448,2.202988,BOULAY,FRANCE,AERODROME,BETTONCOURT,48.35622051,6.1545324,,,,,0,,10000,6406
389,9/14/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,9,,120,112 LB BOMB,13522,1502.444444,49.115461,6.175875,"METZ-SABLON, KAISERN, COURCELLES",FRANCE,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6407
390,9/14/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,3,,47,112 LB BOMB,5264,1754.666667,49.115461,6.175875,"METZ-SABLON, BOULAY",FRANCE,"RAILWAYS, AERODROME",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,8700,6408
391,9/14/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,9,,127,112 LB BOMB,14295,1588.333333,49.815713,6.695214,"EHRANG, KAISERN, COURCELLES",GERMANY,RAILWAYS,XAFF�_VILLERS,48.41122886,6.5995216,,,,,2,,10000,6409
392,9/14/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,8,,107,112 LB BOMB,12076,1509.5,49.066651,6.308383,"COURCELLES, SAARBURG, METZ-SABLON, FRESCATY",FRANCE,RAIIWAVS. AERODROME,AUTREVILLE,49.58890345,3.228178024,,,,,1,,10000,6410
412,9/15/1918,,UK,RAF,NO. 55 SQDN,AIRCO DH4 DAY BOMBER,,DAY,9,,,,2058,228.6666667,48.766667,9.183333,STUTTGART,GERMANY,DAIMLER WORKS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6430
413,9/15/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9 DAY BOMBER,,DAY,13,,,,2930,225.3846154,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,10000,6431
414,9/15/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,12,,,,2706,225.5,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,3,,6500,6432
415,9/15/1918,,UK,RAF,NO. 110 SQDN,AIRCO DH9A DAY BOMBER,,DAY,10,,,,3030,303,48.915636,8.007115,BUHL,FRANCE,AERODROME,BETTONCOURT,48.35622051,6.1545324,,,,,0,,10000,6433
416,9/15/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,9,,,,12396,1377.333333,48.668822,6.994674,"LORQUIN, MORN, MAINZ",GERMANY,"AERODROMES, RAIL",XAFF�_VILLERS,48.41122886,6.5995216,,,,,0,,6500,6434
